,P_Downtrend,P_Sideways,P_Uptrend
2016-10-27,0.0005697200957097017,0.0021816884926850084,0.9972485914116053
2016-10-28,0.0006555990356241217,0.0015745913996280199,0.9977698095647478
2016-10-29,0.00046854804953695576,0.0008290413195694474,0.9987024106308936
2016-10-30,0.00245063397967405,0.0007605293339787788,0.9967888366863472
2016-10-31,0.004155806011875564,0.0006642284129418747,0.9951799655751826
2016-11-01,0.0012248585684202717,0.0005023002009593581,0.9982728412306204
2016-11-02,0.0006850449633855752,0.00042034759326603407,0.9988946074433485
2016-11-03,0.08342094202223453,0.0009078227077820254,0.9156712352699834
2016-11-04,0.04393505328565263,0.0007627888575933385,0.9553021578567541
2016-11-05,0.07042373167312492,0.0009338276088666759,0.9286424407180084
2016-11-06,0.040245806567874194,0.0013602335481145522,0.9583939598840113
2016-11-07,0.0864161702608725,0.0015582058863350173,0.9120256238527925
2016-11-08,0.04564527263330283,0.001472429741022896,0.9528822976256742
2016-11-09,0.019559635064996472,0.0015368014484690054,0.9789035634865344
2016-11-10,0.042795692913485256,0.0014388891283226828,0.955765417958192
2016-11-11,0.055584390884017565,0.0016697701216208032,0.9427458389943617
2016-11-15,0.10240052258239499,0.001402835831107631,0.8961966415864973
2016-11-16,0.0036412006165793894,0.0020476192112533417,0.9943111801721674
2016-11-17,0.006054672036234118,0.0023159529246808514,0.9916293750390851
2016-11-18,0.0023002869121261822,0.002410079040709794,0.9952896340471641
2016-11-19,0.0027701331111452923,0.0024127223977026897,0.994817144491152
2016-11-20,0.034004638999643656,0.0019563025719318114,0.9640390584284245
2016-11-21,0.026520329449777134,0.0027400202854932065,0.9707396502647297
2016-11-22,0.007020547157613167,0.0031783341044160575,0.9898011187379708
2016-11-23,0.015373264296439142,0.002861276935746403,0.9817654587678145
2016-11-24,0.03343480620496291,0.0029109312873344174,0.9636542625077028
2016-11-26,0.07591422281247345,0.0028318654540622156,0.9212539117334644
2016-11-27,0.1060504532442196,0.0024551103574519265,0.8914944363983286
2016-11-28,0.0982919188816499,0.0030936156767827857,0.8986144654415674
2016-11-29,0.10667345808377274,0.0028664878210510393,0.8904600540951763
2016-11-30,0.026594882491230758,0.003971565369253436,0.9694335521395159
2016-12-01,0.00452199985503789,0.004424846933396044,0.9910531532115661
2016-12-02,0.0015537883890545242,0.004000982286655386,0.9944452293242901
2016-12-03,0.004522684524512994,0.003689505591321341,0.9917878098841657
2016-12-04,0.003816937160246346,0.0026168286076303014,0.9935662342321234
2016-12-05,0.04433734225017929,0.0019506348415967312,0.9537120229082239
2016-12-06,0.027298067142349117,0.0021996457586418165,0.970502287099009
2016-12-07,0.026523638653950223,0.0031093485173189018,0.970367012828731
2016-12-08,0.01595097912212658,0.003076634881017538,0.9809723859968558
2016-12-09,0.013451672150348128,0.002910696221170102,0.9836376316284817
2016-12-10,0.00973196872635937,0.003200708820360735,0.98706732245328
2016-12-11,0.019277862798077274,0.0026349665525368226,0.978087170649386
2016-12-12,0.004867480818503413,0.003824054349172009,0.9913084648323246
2016-12-13,0.008827152465503033,0.004319917366837733,0.9868529301676592
2016-12-14,0.008356493446503493,0.0032588492910948425,0.9883846572624015
2016-12-15,0.018189443918579518,0.0025023558866144615,0.979308200194806
2016-12-16,0.005748623748489366,0.0025236314063963126,0.9917277448451143
2016-12-17,0.0029112265488976516,0.0028742521901778686,0.9942145212609246
2016-12-18,0.0034191116034116105,0.003000341723651128,0.9935805466729372
2016-12-19,0.002503936522460797,0.002666628910408627,0.9948294345671306
2016-12-20,0.0014533999566537935,0.0026453245600417522,0.9959012754833045
2016-12-21,0.0004333775543760934,0.002025760250763403,0.9975408621948604
2016-12-22,0.00048495895262762887,0.0011248997715729747,0.9983901412757995
2016-12-23,0.00019214394208446595,0.000455376418704796,0.9993524796392106
2016-12-24,0.0014800360766123453,0.0003500323632018769,0.9981699315601857
2016-12-25,0.00245459251815191,0.00019946125492594413,0.9973459462269222
2016-12-26,0.0019303150384196361,0.00018315337352786158,0.9978865315880525
2016-12-28,0.0005110620416159229,9.970234525763067e-05,0.9993892356131264
2016-12-29,0.0007958483978958827,0.00010155665120476261,0.9991025949508993
2016-12-30,0.0016484917798684328,8.199641839677661e-05,0.9982695118017348
2016-12-31,0.0018110600272426517,6.323228209324364e-05,0.9981257076906642
2017-01-01,0.0009164680070659827,5.206328793846963e-05,0.9990314687049956
2017-01-02,0.0009655457520373992,4.728229513787512e-05,0.9989871719528247
2017-01-04,0.00030779124149926386,1.7142794794891437e-05,0.9996750659637058
2017-01-05,0.031058573274656418,5.216738621460748e-05,0.968889259339129
2017-01-06,0.5277379615355029,4.551293192365178e-05,0.47221652553257354
2017-01-07,0.6752259851631763,3.887315284609688e-05,0.32473514168397755
2017-01-08,0.7145041527905529,5.360696856793544e-05,0.2854422402408793
2017-01-09,0.8209900258208576,5.020344838811009e-05,0.17895977073075442
2017-01-10,0.7464870555357623,7.36612514441402e-05,0.2534392832127935
2017-01-11,0.9791762516516727,9.597878866906688e-06,0.02081415046946064
2017-01-12,0.9667103700638916,1.4753320050671779e-05,0.03327487661605778
2017-01-13,0.9488543108460507,2.9236857038358714e-05,0.05111645229691115
