date,P_Sell,P_Hold,P_Buy,P_Sell_cal,P_Hold_cal,P_Buy_cal,pred_label,pred_label_cal,true_label,fold
2022-07-08,0.4326687,0.3189325,0.24839884,0.49253732,0.25373134,0.25373134,Sell,Sell,Sell,1
2022-07-09,0.43381834,0.2541681,0.31201354,0.42736298,0.14925876,0.42337823,Sell,Sell,Sell,1
2022-07-10,0.4045604,0.27500126,0.32043836,0.3990698,0.2055814,0.39534885,Sell,Sell,Buy,1
2022-07-11,0.14809896,0.3392201,0.5126809,0.3723077,0.20307693,0.42461535,Buy,Buy,Buy,1
2022-07-12,0.22368081,0.23190992,0.5444093,0.3658399,0.13528748,0.49887255,Buy,Buy,Buy,1
2022-07-13,0.20839368,0.5019506,0.28965572,0.3766462,0.22827041,0.3950834,Hold,Buy,Buy,1
2022-07-14,0.25826627,0.39292228,0.34881142,0.3901576,0.22332254,0.3865198,Hold,Sell,Buy,1
2022-07-15,0.16536695,0.45546788,0.3791652,0.36412793,0.2206836,0.41518852,Hold,Buy,Buy,1
2022-07-16,0.40239093,0.15175012,0.44585896,0.4121349,0.14394027,0.44392487,Buy,Buy,Buy,1
2022-07-17,0.36507186,0.2508475,0.38408068,0.4121349,0.14394027,0.44392487,Buy,Buy,Buy,1
2022-07-18,0.31017244,0.07194593,0.6178816,0.32486853,0.10459782,0.5705336,Buy,Buy,Hold,1
2022-07-19,0.3096813,0.11650802,0.57381064,0.32486853,0.10459782,0.5705336,Buy,Buy,Buy,1
2022-07-20,0.15164043,0.08556533,0.7627942,0.2710347,0.09239818,0.6365671,Buy,Buy,Sell,1
2022-07-21,0.19417398,0.13112251,0.67470354,0.29614416,0.10951401,0.5943418,Buy,Buy,Sell,1
2022-07-22,0.2062137,0.17250709,0.6212792,0.30966428,0.11451375,0.575822,Buy,Buy,Buy,1
2022-07-23,0.51722354,0.14084782,0.3419286,0.42736298,0.14925876,0.42337823,Sell,Sell,Buy,1
2022-07-24,0.3124325,0.27263373,0.41493377,0.3895079,0.19093962,0.41955256,Buy,Buy,Buy,1
2022-07-25,0.38946387,0.23163815,0.378898,0.4125341,0.1440797,0.44338626,Sell,Buy,Buy,1
2022-07-26,0.26220918,0.21809363,0.51969725,0.4121349,0.14394027,0.44392487,Buy,Buy,Buy,1
2022-07-27,0.15644793,0.37714148,0.46641058,0.3640923,0.220662,0.41524574,Buy,Buy,Hold,1
2022-07-28,0.2448579,0.352391,0.40275106,0.3774261,0.21603513,0.4065388,Buy,Buy,Sell,1
2022-07-29,0.18984401,0.5562883,0.2538677,0.42056152,0.25488576,0.3245527,Hold,Sell,Sell,1
2022-07-30,0.35558888,0.29018962,0.35422146,0.39285713,0.20238094,0.40476188,Sell,Buy,Sell,1
2022-07-31,0.24377091,0.45134947,0.30487964,0.3901576,0.22332254,0.3865198,Hold,Sell,Hold,1
2022-08-01,0.30366513,0.19309038,0.50324446,0.4121349,0.14394027,0.44392487,Buy,Buy,Buy,1
2022-08-02,0.29636154,0.13208193,0.5715565,0.32201415,0.11246513,0.5655207,Buy,Buy,Buy,1
2022-08-03,0.2860238,0.19291712,0.5210591,0.4121349,0.14394027,0.44392487,Buy,Buy,Buy,1
2022-08-04,0.14098322,0.26177973,0.59723705,0.30966428,0.11451375,0.575822,Buy,Buy,Buy,1
2022-08-05,0.43575728,0.2308965,0.3333462,0.42736298,0.14925876,0.42337823,Sell,Sell,Buy,1
2022-08-06,0.3942963,0.35549125,0.25021243,0.47903225,0.27419356,0.2467742,Sell,Sell,Buy,1
2022-08-07,0.26774094,0.33792588,0.3943332,0.38575983,0.19872476,0.4155154,Buy,Buy,Buy,1
2022-08-08,0.34193954,0.383247,0.27481347,0.4113573,0.23545705,0.3531856,Hold,Sell,Buy,1
2022-08-09,0.34846255,0.23676081,0.41477668,0.4121349,0.14394027,0.44392487,Buy,Buy,Buy,1
2022-08-10,0.2560955,0.16335422,0.5805503,0.32201415,0.11246513,0.5655207,Buy,Buy,Buy,1
2022-08-11,0.17421381,0.14461799,0.6811682,0.2864499,0.10592909,0.607621,Buy,Buy,Hold,1
2022-08-12,0.26672882,0.33064613,0.40262502,0.38575983,0.19872476,0.4155154,Buy,Buy,Sell,1
2022-08-13,0.34763494,0.39030334,0.26206172,0.4113573,0.23545705,0.3531856,Hold,Sell,Sell,1
2022-08-14,0.13952953,0.43752554,0.42294493,0.3640923,0.220662,0.41524574,Hold,Buy,Sell,1
