,P_Risk-On,P_Risk-Off,P_Neutral,regime_label,regime_cluster
2015-01-28,0.018360062993837453,0.9816399370061624,1.0011164900867813e-16,Risk-Off,1
2015-01-29,0.10320190909517171,0.8967980909048272,3.4574264916658156e-16,Risk-Off,1
2015-01-30,0.03374893204209582,0.9662510679579035,3.1853587314820715e-16,Risk-Off,1
2015-02-02,0.38482445002115995,0.615175549978839,3.513442942178359e-16,Risk-Off,1
2015-02-03,0.6773606712933558,0.3226393287066439,1.8771488764278516e-16,Risk-On,2
2015-02-04,0.43623511086337236,0.5637648891366269,3.822654246878662e-18,Risk-Off,1
2015-02-05,0.6742691741915332,0.32573082580846685,8.158833407449768e-18,Risk-On,2
2015-02-06,0.38241000247137275,0.6175899975286273,1.1876130000961811e-17,Risk-Off,1
2015-02-09,0.42126501685870443,0.5787349831412952,1.1645436843178289e-18,Risk-Off,1
2015-02-10,0.8493443572419432,0.15065564275805715,3.2940113170932174e-19,Risk-On,2
2015-02-11,0.9323513853017782,0.06764861469822236,1.5234418244293803e-20,Risk-On,2
2015-02-12,0.9509448848149239,0.049055115185075215,5.184101530474956e-21,Risk-On,2
2015-02-13,0.9599128067443082,0.04008719325569148,4.600057922069345e-21,Risk-On,2
2015-02-16,0.9381344166126437,0.06186558338735572,1.1329158265331368e-18,Risk-On,2
2015-02-17,0.8401915002671453,0.1598084997328541,3.971512984879973e-19,Risk-On,2
2015-02-18,0.9590910434430484,0.04090895655695128,1.2440342741558327e-20,Risk-On,2
2015-02-19,0.9724610614518533,0.027538938548147148,1.6487126738950818e-20,Risk-On,2
2015-02-20,0.9811519731187988,0.01884802688120184,1.2185125261365743e-20,Risk-On,2
2015-02-23,0.9797216394423595,0.020278360557640582,1.0162336702598702e-19,Risk-On,2
2015-02-24,0.9985158703638721,0.0014841296361272017,2.79772166115785e-20,Risk-On,2
2015-02-25,0.994165681970152,0.005834318029848107,1.1101217064541548e-18,Risk-On,2
2015-02-26,0.9968737265249569,0.003126273475043146,2.832333208294638e-18,Risk-On,2
2015-02-27,0.9984954507504533,0.0015045492495463768,6.548045412938957e-19,Risk-On,2
2015-03-02,0.9985305679410563,0.0014694320589435745,1.0953252315065033e-18,Risk-On,2
2015-03-03,0.9980716258784635,0.001928374121536464,9.7867690409924e-19,Risk-On,2
2015-03-04,0.9964678877034392,0.0035321122965612773,5.3516656836580826e-20,Risk-On,2
2015-03-05,0.9979568273252916,0.0020431726747087604,2.577855690449827e-20,Risk-On,2
2015-03-06,0.9952666844796411,0.004733315520358782,1.351817472272664e-20,Risk-On,2
2015-03-09,0.995313347559449,0.004686652440550245,1.0673687259730383e-20,Risk-On,2
2015-03-10,0.9756665879116901,0.024333412088310066,1.0266217843527405e-19,Risk-On,2
2015-03-11,0.9804689528761852,0.019531047123814087,1.8610007062864256e-20,Risk-On,2
2015-03-12,0.9950634092346514,0.004936590765347872,4.3716904997960344e-21,Risk-On,2
2015-03-13,0.9912305595150078,0.008769440484991585,1.6790868679309264e-21,Risk-On,2
2015-03-16,0.9895672191371906,0.010432780862809236,1.1515746355477196e-19,Risk-On,2
2015-03-17,0.9753164790711195,0.024683520928880702,8.07980734641579e-19,Risk-On,2
2015-03-18,0.9879197680513677,0.012080231948631476,2.5601511543088453e-19,Risk-On,2
2015-03-19,0.9952094423977281,0.004790557602271197,2.616332921749157e-19,Risk-On,2
2015-03-20,0.9949654781346225,0.005034521865377392,8.230380474767039e-19,Risk-On,2
2015-03-23,0.9978432142996554,0.0021567857003444496,1.9843940775465476e-18,Risk-On,2
2015-03-24,0.9976740355477757,0.002325964452224539,2.759459720178146e-18,Risk-On,2
2015-03-25,0.9903897001411833,0.00961029985881687,1.3863294309638283e-17,Risk-On,2
2015-03-26,0.9844710060628435,0.015528993937156387,1.1224153447227071e-17,Risk-On,2
2015-03-27,0.987160039091575,0.012839960908425447,6.2134742661529685e-18,Risk-On,2
2015-03-30,0.9946405469290189,0.005359453070981186,4.876517920132975e-18,Risk-On,2
2015-03-31,0.9917716599438461,0.00822834005615397,5.1931298111606774e-18,Risk-On,2
2015-04-01,0.9939775989802824,0.006022401019717862,3.531663567514606e-18,Risk-On,2
2015-04-02,0.9914601227463207,0.008539877253679018,6.974814494200052e-19,Risk-On,2
2015-04-03,0.985777471686127,0.014222528313872666,8.692117361650093e-19,Risk-On,2
2015-04-06,0.9799248538709956,0.02007514612900399,1.6258753630579556e-19,Risk-On,2
2015-04-07,0.9613072059861422,0.038692794013857286,5.849725079023244e-19,Risk-On,2
2015-04-08,0.9868086593570589,0.013191340642941102,2.1388010536509062e-20,Risk-On,2
2015-04-09,0.9856737215862895,0.014326278413710616,6.2404649979504765e-21,Risk-On,2
2015-04-10,0.9557299737004791,0.04427002629952149,2.56904617770528e-20,Risk-On,2
2015-04-13,0.9167989030238661,0.08320109697613394,1.0456516666549215e-19,Risk-On,2
2015-04-14,0.8570432821520313,0.14295671784796954,8.534792489679732e-19,Risk-On,2
2015-04-15,0.7854290491812872,0.21457095081871236,1.4179551788694816e-18,Risk-On,2
2015-04-16,0.7723377033337119,0.2276622966662887,4.5752604514105985e-18,Risk-On,2
2015-04-17,0.9207621314665374,0.07923786853346299,1.9171548897389558e-18,Risk-On,2
2015-04-20,0.945056350072101,0.054943649927898366,5.376962388770666e-17,Risk-On,2
2015-04-21,0.9606641816720264,0.03933581832797392,1.958682399956128e-17,Risk-On,2
2015-04-22,0.9705508471619704,0.02944915283803018,3.5966773838364535e-17,Risk-On,2
2015-04-23,0.9820444056889807,0.017955594311019455,3.5678006955127754e-17,Risk-On,2
2015-04-24,0.9540380585889486,0.045961941411051636,2.087162127318196e-16,Risk-On,2
2015-04-27,0.9528323428589273,0.04716765714107249,9.304630449412944e-17,Risk-On,2
2015-04-28,0.9234891181348004,0.07651088186519969,1.123463585089398e-16,Risk-On,2
2015-04-29,0.9390202023546141,0.06097979764538375,1.6143139583894946e-15,Risk-On,2
2015-04-30,0.8275864447940582,0.1724135552059376,4.894955119950927e-15,Risk-On,2
2015-05-01,0.904029563273753,0.09597043672624553,1.2184521661211957e-15,Risk-On,2
2015-05-04,0.9768290077698697,0.023170992230129615,1.1134515838522245e-17,Risk-On,2
2015-05-05,0.9602145897520942,0.03978541024790614,1.1705193738243582e-17,Risk-On,2
2015-05-06,0.8274109353943889,0.17258906460561158,6.799368244181145e-18,Risk-On,2
2015-05-07,0.9351499303279263,0.06485006967207446,4.4136994076214946e-18,Risk-On,2
2015-05-08,0.9718258112892036,0.028174188710796168,2.0894262497385124e-18,Risk-On,2
2015-05-11,0.9777063713910794,0.022293628608920917,1.4281950042515888e-21,Risk-On,2
2015-05-12,0.9772549069501292,0.022745093049870952,1.5089069692975632e-21,Risk-On,2
2015-05-13,0.9876620664935057,0.012337933506493946,2.1105199493630006e-22,Risk-On,2
2015-05-14,0.9883221199050116,0.011677880094988338,2.6612533887275415e-22,Risk-On,2
2015-05-15,0.9938705829719454,0.006129417028054652,9.544206672114114e-21,Risk-On,2
2015-05-18,0.9907997610953032,0.009200238904697223,1.8916257654779494e-20,Risk-On,2
2015-05-19,0.9937888639887935,0.006211136011206699,1.569725394768259e-20,Risk-On,2
2015-05-20,0.9905547335354543,0.009445266464545493,1.8126236694245605e-20,Risk-On,2
2015-05-21,0.9942628781712918,0.005737121828708429,5.152265866176789e-20,Risk-On,2
2015-05-22,0.9917381272037994,0.008261872796200411,5.094125821460662e-20,Risk-On,2
2015-05-25,0.9940466943893108,0.005953305610688895,6.012746101831567e-20,Risk-On,2
2015-05-26,0.9936525291898639,0.006347470810136298,1.363044715369787e-19,Risk-On,2
2015-05-27,0.9960648351535807,0.003935164846419553,1.692518022415936e-19,Risk-On,2
2015-05-28,0.9936945485300331,0.006305451469966503,1.7518662531422346e-19,Risk-On,2
2015-05-29,0.989966154752158,0.010033845247841625,4.935922029151706e-19,Risk-On,2
2015-06-01,0.9900219335345223,0.009978066465477286,1.801105768268178e-19,Risk-On,2
2015-06-02,0.9850458461342169,0.01495415386578314,9.469993040251139e-20,Risk-On,2
2015-06-03,0.9903170552128004,0.009682944787199282,5.769106315035304e-22,Risk-On,2
2015-06-04,0.9843165336133327,0.01568346638666742,1.2947065489200346e-21,Risk-On,2
2015-06-05,0.9894034885966362,0.01059651140336367,5.684234536246798e-22,Risk-On,2
2015-06-08,0.9800980125501269,0.0199019874498739,1.8503913372161488e-22,Risk-On,2
2015-06-09,0.9857575439986865,0.014242456001313544,1.3541187990916224e-22,Risk-On,2
2015-06-10,0.9938077245505382,0.006192275449461793,2.8031132436583863e-23,Risk-On,2
2015-06-11,0.9959482559621388,0.004051744037861452,6.409203455134085e-23,Risk-On,2
2015-06-12,0.9953782755251878,0.004621724474811946,6.27935606517337e-23,Risk-On,2
2015-06-15,0.9924307543592213,0.007569245640778551,3.0311528374593187e-21,Risk-On,2
2015-06-16,0.9896917240834255,0.010308275916574098,1.3251354697719524e-20,Risk-On,2
2015-06-17,0.9939961083178516,0.006003891682148245,2.3422201360588702e-21,Risk-On,2
2015-06-18,0.9941282965552465,0.005871703444753423,1.3493300811979576e-21,Risk-On,2
2015-06-19,0.9934328891249173,0.006567110875082328,4.024949360185199e-21,Risk-On,2
2015-06-22,0.9929148842854041,0.00708511571459619,5.291140284033444e-21,Risk-On,2
2015-06-23,0.9901828529769982,0.009817147023002107,6.87327532298869e-21,Risk-On,2
2015-06-24,0.9874971723118051,0.012502827688195163,1.634851789965976e-19,Risk-On,2
2015-06-25,0.9919731552085103,0.008026844791489731,8.9441946403549e-20,Risk-On,2
2015-06-26,0.9941657865901405,0.005834213409859629,1.9903564382778216e-20,Risk-On,2
2015-06-29,0.874452751109376,0.12554724889062355,3.9213905009579162e-19,Risk-On,2
2015-06-30,0.9221033628927148,0.07789663710728527,3.0969017888726796e-19,Risk-On,2
2015-07-01,0.9862941884791202,0.013705811520880039,8.423416377538846e-21,Risk-On,2
2015-07-02,0.9825014838599267,0.017498516140072973,2.6325727262357372e-21,Risk-On,2
2015-07-03,0.9814647566250947,0.0185352433749054,2.200440298223289e-21,Risk-On,2
2015-07-06,0.9809861658848424,0.019013834115157943,6.876437090489174e-22,Risk-On,2
2015-07-07,0.9861680365069585,0.013831963493041536,9.414233944262651e-22,Risk-On,2
2015-07-08,0.8879732208864063,0.11202677911359427,8.636017049754162e-23,Risk-On,2
2015-07-09,0.9143735760174,0.08562642398260059,2.3552638092506312e-23,Risk-On,2
2015-07-10,0.9884551400876261,0.011544859912373067,5.894381270338487e-24,Risk-On,2
2015-07-13,0.9946728938605734,0.005327106139426103,1.9166558740337452e-23,Risk-On,2
2015-07-14,0.99583827589499,0.004161724105010391,2.4217912009815855e-23,Risk-On,2
2015-07-15,0.986711412574779,0.013288587425220672,1.7884808894718148e-22,Risk-On,2
2015-07-16,0.984461796519109,0.01553820348089057,3.1891464000734466e-22,Risk-On,2
2015-07-17,0.9956920482048325,0.00430795179516761,2.0297708221900373e-22,Risk-On,2
2015-07-20,0.994613224321645,0.005386775678355131,8.889993285459498e-21,Risk-On,2
2015-07-21,0.9947823820550342,0.00521761794496647,3.010737860042379e-20,Risk-On,2
2015-07-22,0.9940071975231447,0.005992802476855681,1.8584732788226201e-19,Risk-On,2
2015-07-23,0.9898817446572176,0.010118255342781754,4.396641302160827e-19,Risk-On,2
2015-07-24,0.9734004476923248,0.0265995523076756,7.029807191990526e-19,Risk-On,2
2015-07-27,0.9455399832810839,0.054460016718916926,4.511264678471724e-19,Risk-On,2
2015-07-28,0.988282752774044,0.011717247225955737,1.6470967554653935e-19,Risk-On,2
2015-07-29,0.996630774028616,0.003369225971383341,1.0516637757018614e-19,Risk-On,2
2015-07-30,0.9966810661410764,0.00331893385892314,1.4095784200022173e-19,Risk-On,2
2015-07-31,0.9945591280542915,0.0054408719457083215,2.6661550126001293e-19,Risk-On,2
2015-08-03,0.9952345199848786,0.004765480015122091,1.6473607917495777e-19,Risk-On,2
2015-08-04,0.9952934002404816,0.004706599759518599,2.3918890051436537e-19,Risk-On,2
2015-08-05,0.9970318749172173,0.0029681250827818576,3.0712911556737976e-21,Risk-On,2
2015-08-06,0.9922028999648089,0.007797100035191005,8.365630330362854e-21,Risk-On,2
2015-08-07,0.9909347561401546,0.009065243859844996,4.4566819337576895e-20,Risk-On,2
2015-08-10,0.9969887513614044,0.0030112486385964524,2.3582461915391502e-21,Risk-On,2
2015-08-11,0.9887941672837415,0.0112058327162586,1.2354991843875368e-20,Risk-On,2
2015-08-12,0.9899793223992994,0.010020677600700724,3.696046305446735e-20,Risk-On,2
2015-08-13,0.9903163075063992,0.009683692493601133,2.7516566424867555e-20,Risk-On,2
2015-08-14,0.9914339002861559,0.008566099713843879,2.995322325312055e-20,Risk-On,2
2015-08-17,0.9772497402150767,0.0227502597849239,1.0353290078177536e-18,Risk-On,2
2015-08-18,0.9781455239829776,0.021854476017023103,4.75806852692178e-19,Risk-On,2
2015-08-19,0.9232741769341756,0.07672582306582484,6.14807466128848e-19,Risk-On,2
2015-08-20,0.4375251525137611,0.5624748474862385,2.6408200500881582e-18,Risk-Off,1
2015-08-21,3.5077288754071083e-06,0.9999964922711252,9.554950956751178e-22,Risk-Off,1
2015-08-24,2.645297284490775e-19,1.0,9.122005129528085e-31,Risk-Off,1
2015-08-25,2.9389056828963885e-16,1.0,1.7447136512217976e-26,Risk-Off,1
2015-08-26,5.28291905435154e-08,0.9999999471708098,2.3928880494877934e-22,Risk-Off,1
2015-08-27,0.009628009581536857,0.9903719904184637,7.589250317465994e-20,Risk-Off,1
2015-08-28,0.007635640446373822,0.9923643595536256,7.134335738017974e-20,Risk-Off,1
2015-08-31,4.930455761499981e-07,0.9999995069544231,3.6471843080514e-21,Risk-Off,1
2015-09-01,1.248729740060014e-07,0.9999998751270265,1.634197664187828e-23,Risk-Off,1
2015-09-02,0.012138181736510482,0.9878618182634886,8.496122039639045e-20,Risk-Off,1
2015-09-03,0.041217559118637594,0.9587824408813619,1.3296253640379133e-18,Risk-Off,1
2015-09-04,0.0019535548847086632,0.9980464451152908,6.58485080743726e-19,Risk-Off,1
2015-09-07,0.00470310886530484,0.9952968911346947,5.702841601147771e-20,Risk-Off,1
2015-09-08,0.00422487645112724,0.9957751235488729,2.6179743265237883e-20,Risk-Off,1
2015-09-09,0.04676513241240363,0.9532348675875961,7.144897398804369e-21,Risk-Off,1
2015-09-10,0.1840719364632488,0.8159280635367513,3.689758096290166e-20,Risk-Off,1
2015-09-11,0.17417985620071344,0.8258201437992863,1.3876107314627477e-20,Risk-Off,1
2015-09-14,0.0726792758122394,0.9273207241877598,3.3639479142679055e-20,Risk-Off,1
2015-09-15,0.5108577469527109,0.4891422530472895,4.4639556036706356e-20,Risk-On,2
2015-09-16,0.098818137949491,0.9011818620505091,7.045082068411666e-20,Risk-Off,1
2015-09-17,0.32890281424788714,0.6710971857521135,1.4242952002996603e-20,Risk-Off,1
2015-09-18,0.5541223809659758,0.4458776190340236,5.011525016869552e-20,Risk-On,2
2015-09-21,0.2983039108819706,0.7016960891180292,1.043823553505055e-17,Risk-Off,1
2015-09-22,0.21361816891854565,0.7863818310814547,1.1792059110185898e-17,Risk-Off,1
2015-09-23,0.14146156840019816,0.8585384315998014,1.437521080717795e-16,Risk-Off,1
2015-09-24,0.10367530758452947,0.8963246924154704,1.8278449627752073e-17,Risk-Off,1
2015-09-25,0.19731424147236845,0.8026857585276314,5.135739660998285e-18,Risk-Off,1
2015-09-28,0.0003939407297187264,0.9996060592702805,3.9909422136488337e-19,Risk-Off,1
2015-09-29,0.004780846124636354,0.9952191538753635,2.804171194454157e-18,Risk-Off,1
2015-09-30,0.09965480705187574,0.9003451929481251,5.032117547257538e-18,Risk-Off,1
2015-10-01,0.43722517474683553,0.5627748252531652,1.4733077870732358e-17,Risk-Off,1
2015-10-02,0.7810470305087845,0.21895296949121484,2.303704878024555e-17,Risk-On,2
2015-10-05,0.02277816404786945,0.977221835952131,1.3341921428559554e-18,Risk-Off,1
2015-10-06,0.05607826881535557,0.9439217311846444,6.1840288035343565e-18,Risk-Off,1
2015-10-07,0.5818494272166459,0.4181505727833532,1.0137630673867836e-18,Risk-On,2
2015-10-08,0.5172868140809411,0.4827131859190596,5.579174443936948e-19,Risk-On,2
2015-10-09,0.8598698045051081,0.14013019549489109,6.585434561888923e-19,Risk-On,2
2015-10-12,0.986590166336713,0.013409833663287133,3.212845455002309e-20,Risk-On,2
2015-10-13,0.9788030959251548,0.02119690407484528,2.8099828739121564e-20,Risk-On,2
2015-10-14,0.983029496614005,0.016970503385995057,1.1057978558449207e-20,Risk-On,2
2015-10-15,0.9916196419570678,0.008380358042932242,3.5792393941091244e-20,Risk-On,2
2015-10-16,0.9953680559912943,0.004631944008705504,6.304571386859666e-20,Risk-On,2
2015-10-19,0.9950470212196807,0.004952978780319145,6.230554718458483e-19,Risk-On,2
2015-10-20,0.9908053474027925,0.00919465259720724,7.89637584083269e-19,Risk-On,2
2015-10-21,0.9906368266053617,0.009363173394637969,7.129476281023256e-19,Risk-On,2
2015-10-22,0.9963566655830134,0.00364333441698671,5.179712018609329e-19,Risk-On,2
2015-10-23,0.9942591607980815,0.005740839201918516,3.8251703236071664e-19,Risk-On,2
2015-10-26,0.9919260474392193,0.008073952560781061,7.550552417447119e-19,Risk-On,2
2015-10-27,0.9909205804020417,0.009079419597958514,8.406384020995203e-19,Risk-On,2
2015-10-28,0.9484205407038807,0.051579459296119054,1.1590348387608429e-17,Risk-On,2
2015-10-29,0.990360968246373,0.009639031753627325,2.523142259066392e-18,Risk-On,2
2015-10-30,0.9957791122745757,0.004220887725424745,2.8481754752053087e-18,Risk-On,2
2015-11-02,0.9959950144023008,0.004004985597698921,2.2373042217611145e-18,Risk-On,2
2015-11-03,0.9954884566792839,0.004511543320716211,1.6398145234525733e-18,Risk-On,2
2015-11-04,0.9978196974668545,0.0021803025331457544,1.0826507802582131e-18,Risk-On,2
2015-11-05,0.9977197497254203,0.002280250274579677,8.257904226713026e-19,Risk-On,2
2015-11-06,0.9976125739798283,0.002387426020171112,2.144718334179428e-19,Risk-On,2
2015-11-09,0.9965737120291291,0.003426287970870678,9.181056405529758e-20,Risk-On,2
2015-11-10,0.9972754737830616,0.0027245262169385367,9.612309347084854e-20,Risk-On,2
2015-11-11,0.997701239444548,0.00229876055545112,1.169532478713415e-20,Risk-On,2
2015-11-12,0.9886679572557544,0.011332042744245974,3.486330656130099e-20,Risk-On,2
2015-11-13,0.8904573965384986,0.10954260346150214,1.3199984662969466e-19,Risk-On,2
2015-11-16,0.9901274910687747,0.009872508931225384,3.4021858899421873e-18,Risk-On,2
2015-11-17,0.9831146147183212,0.01688538528167797,2.3071917612798833e-18,Risk-On,2
2015-11-18,0.9955761964094423,0.004423803590557205,1.2334014791466875e-18,Risk-On,2
2015-11-19,0.9918655010504078,0.008134498949592246,2.9447631831464516e-18,Risk-On,2
2015-11-20,0.983798163419371,0.016201836580628928,6.48305693066831e-18,Risk-On,2
2015-11-23,0.9952278267204687,0.004772173279532133,1.5704760014810196e-17,Risk-On,2
2015-11-24,0.9928761980320918,0.007123801967907864,3.3364977288175155e-17,Risk-On,2
2015-11-25,0.9964071515230627,0.003592848476937806,7.244270428305107e-17,Risk-On,2
2015-11-26,0.9960086501240565,0.003991349875943527,1.1374079554196517e-16,Risk-On,2
2015-11-27,0.9954164631167662,0.0045835368832334205,7.96112086709102e-17,Risk-On,2
2015-11-30,0.9917369589878036,0.008263041012196298,4.414698004150413e-16,Risk-On,2
2015-12-01,0.9929276631816094,0.007072336818388895,8.405759642966729e-16,Risk-On,2
2015-12-02,0.006043443513791561,0.9939565564861979,1.095807166617032e-14,Risk-Off,1
2015-12-03,0.0015046865408580687,0.9984953134591388,2.5737330405905483e-15,Risk-Off,1
2015-12-04,0.00958755603898451,0.990412443961007,7.730665766109634e-15,Risk-Off,1
2015-12-07,0.005062148484952712,0.9949378515150458,2.2854575360092993e-15,Risk-Off,1
2015-12-08,0.0010167090519813161,0.9989832909480173,1.266410689991053e-15,Risk-Off,1
2015-12-09,0.0004195979385034257,0.9995804020614959,2.4843712724853547e-16,Risk-Off,1
2015-12-10,0.000586864188845761,0.9994131358111535,2.1748069691437442e-16,Risk-Off,1
2015-12-11,1.1527769004758962e-06,0.9999988472231004,3.025272205596252e-17,Risk-Off,1
2015-12-14,1.5132249701046615e-05,0.9999848677502982,2.1622462762778807e-16,Risk-Off,1
2015-12-15,0.00015394134425692328,0.9998460586557433,2.391335741016433e-16,Risk-Off,1
2015-12-16,0.000796812265448379,0.999203187734551,1.4667210381712624e-16,Risk-Off,1
2015-12-17,0.0008689975998724255,0.9991310024001274,2.0360700181232943e-16,Risk-Off,1
2015-12-18,0.00013152976598738484,0.9998684702340118,1.0747349279486684e-16,Risk-Off,1
2015-12-21,0.0002569529480310985,0.9997430470519684,7.270937160315844e-16,Risk-Off,1
2015-12-22,0.002017574933944197,0.9979824250660547,1.5515868210017577e-15,Risk-Off,1
2015-12-23,0.006260151342983662,0.9937398486570151,1.252355646950617e-15,Risk-Off,1
2015-12-24,0.0048452099364094375,0.995154790063588,2.8239840016063076e-15,Risk-Off,1
2015-12-25,1.0685218322034601e-07,0.9999998931478128,3.2334383416720655e-15,Risk-Off,1
2015-12-28,9.38136274226078e-08,0.9999999061863596,1.3833687039873503e-14,Risk-Off,1
2015-12-29,1.69174459128835e-07,0.9999998308255319,8.681760515032342e-15,Risk-Off,1
2015-12-30,2.4426860182282534e-07,0.9999997557313925,6.1039597157983966e-15,Risk-Off,1
2015-12-31,1.250892068406064e-07,0.999999874910787,5.739907773721722e-15,Risk-Off,1
2016-01-01,1.7874924253174017e-07,0.9999998212507499,7.59114771641641e-15,Risk-Off,1
2016-01-04,2.950766534328629e-27,0.9999999996964029,3.0359739399688277e-10,Risk-Off,1
2016-01-05,1.2197576064532708e-26,0.9999999998195648,1.804368628282578e-10,Risk-Off,1
2016-01-06,2.0597651768052262e-27,0.9999999999381295,6.18709946322633e-11,Risk-Off,1
2016-01-07,1.286717882677181e-30,0.9999999999833697,1.6630549584089057e-11,Risk-Off,1
2016-01-08,2.1988039190447706e-32,0.9999999999881588,1.1842876047338726e-11,Risk-Off,1
2016-01-11,4.373941311602916e-30,0.9999999999933813,6.619757179634604e-12,Risk-Off,1
2016-01-12,4.456061915866684e-29,0.9999999999850253,1.4973022389634378e-11,Risk-Off,1
2016-01-13,6.859944263235178e-31,0.9999999999666684,3.333294756945442e-11,Risk-Off,1
2016-01-14,2.102664744243912e-29,0.9999999999578222,4.217635264571812e-11,Risk-Off,1
2016-01-15,7.885899667416776e-32,0.9999999999953815,4.618965362055963e-12,Risk-Off,1
2016-01-18,7.649058720764128e-32,0.9999999999846167,1.5382008532609646e-11,Risk-Off,1
2016-01-19,1.2716518967186948e-31,0.9999999999839915,1.6008508115714118e-11,Risk-Off,1
2016-01-20,2.367649668134788e-34,0.9999999999968949,3.106041728404918e-12,Risk-Off,1
2016-01-21,2.372556161099462e-32,0.9999999999805382,1.9461519334865402e-11,Risk-Off,1
2016-01-22,1.29210800567861e-29,0.9999999998035172,1.9648276730489627e-10,Risk-Off,1
2016-01-25,1.5896467866102047e-30,0.9999999992495674,7.50432078626546e-10,Risk-Off,1
2016-01-26,6.672018770761032e-30,0.9999999991875868,8.12413567064662e-10,Risk-Off,1
2016-01-27,2.3609846014051863e-30,0.9999999902255752,9.774423225640817e-09,Risk-Off,1
2016-01-28,8.015548534235717e-30,0.9999999789892728,2.101072596361776e-08,Risk-Off,1
2016-01-29,1.5092781763351327e-28,0.9999999888707407,1.1129260948585013e-08,Risk-Off,1
2016-02-01,1.6289024685452138e-29,0.9999999974655474,2.5344508934366634e-09,Risk-Off,1
2016-02-02,1.2913906680681842e-39,0.9999997131750382,2.8682496179469607e-07,Risk-Off,1
2016-02-03,5.208004930856431e-40,0.999999995305096,4.69490507253029e-09,Risk-Off,1
2016-02-04,5.6713889498506925e-40,0.9999999960055952,3.994403575356587e-09,Risk-Off,1
2016-02-05,3.5525060116617193e-40,0.9999999942819251,5.718073210190398e-09,Risk-Off,1
2016-02-08,1.4471739114979062e-42,0.9999999998870521,1.1294638893876149e-10,Risk-Off,1
2016-02-09,6.830989823483025e-43,0.9999999999183764,8.162456513738581e-11,Risk-Off,1
2016-02-10,9.546044794091283e-43,0.9999999999591864,4.0811827387928876e-11,Risk-Off,1
2016-02-11,1.258722122713703e-45,0.9999999999995026,4.986627238532299e-13,Risk-Off,1
2016-02-12,2.5837964073187123e-42,0.9999999999316955,6.830420124570707e-11,Risk-Off,1
2016-02-15,3.693325969783934e-43,0.9999999999234497,7.655197202012886e-11,Risk-Off,1
2016-02-16,5.736583210345503e-43,0.9999999996559872,3.4401254886961465e-10,Risk-Off,1
2016-02-17,1.4337793732797602e-43,0.9999999995882263,4.117743798139506e-10,Risk-Off,1
2016-02-18,3.3004769913799595e-43,0.999999999929674,7.03258611124258e-11,Risk-Off,1
2016-02-19,1.5481715975058805e-40,0.9999999999136264,8.637447915618039e-11,Risk-Off,1
2016-02-22,8.111731570158314e-41,0.9999999987019912,1.2980080332125611e-09,Risk-Off,1
2016-02-23,1.1423072086633328e-39,0.9999999983414511,1.6585480499359913e-09,Risk-Off,1
2016-02-24,0.0018733071132905625,0.9981266928865847,1.2423609350022407e-13,Risk-Off,1
2016-02-25,0.0030405411976104795,0.996959458802162,2.271129775407588e-13,Risk-Off,1
2016-02-26,0.0024652914416492086,0.9975347085580523,2.9925129402368637e-13,Risk-Off,1
2016-02-29,0.002096666180398269,0.9979033338161872,3.4137787293181232e-12,Risk-Off,1
2016-03-01,0.0007748592253694429,0.9992251407674304,7.199518861503784e-12,Risk-Off,1
2016-03-02,0.023029366038197118,0.9769706339617089,9.33509181427725e-14,Risk-Off,1
2016-03-03,0.06405611616673433,0.935943883833087,1.7779050799385633e-13,Risk-Off,1
2016-03-04,0.012713647250826273,0.9872863527489948,1.794525196932952e-13,Risk-Off,1
2016-03-07,0.0005706039034180041,0.9994293960959467,6.358283995101517e-13,Risk-Off,1
2016-03-08,0.0028266499593602268,0.9971733500393309,1.3096575227729379e-12,Risk-Off,1
2016-03-09,0.00041119419956161136,0.9995888057997464,6.92567713358033e-13,Risk-Off,1
2016-03-10,0.00016962465824502292,0.9998303753414332,3.2122033324162e-13,Risk-Off,1
2016-03-11,0.010383100427719893,0.9896168995721026,1.7705690415376942e-13,Risk-Off,1
2016-03-14,0.022231463411559828,0.9777685365880693,3.7115926377065194e-13,Risk-Off,1
2016-03-15,0.02236095664016195,0.9776390433555975,4.2408844930476235e-12,Risk-Off,1
2016-03-16,0.060635750118753426,0.9393642498808319,4.140460078466845e-13,Risk-Off,1
2016-03-17,0.01639222097426529,0.983607779025339,3.957424044329103e-13,Risk-Off,1
2016-03-18,0.02789146501393012,0.9721085349857003,3.698742358190045e-13,Risk-Off,1
2016-03-21,0.06168641191203191,0.9383135880843352,3.632726844876002e-12,Risk-Off,1
2016-03-22,0.025566739655323738,0.9744332603375847,7.090922099161269e-12,Risk-Off,1
2016-03-23,0.104082090835611,0.895917909147842,1.6547841430075177e-11,Risk-Off,1
2016-03-24,0.2625333173957087,0.737466682595357,8.934792101681943e-12,Risk-Off,1
2016-03-25,0.2104333707647212,0.7895666292246059,1.0672720401908463e-11,Risk-Off,1
2016-03-28,0.9912512435359822,0.008748756463448987,5.691258529408303e-13,Risk-On,2
2016-03-29,0.9969831645004474,0.003016835499449029,1.0371009853588415e-13,Risk-On,2
2016-03-30,0.9974808504449088,0.00251914955507426,1.7031274962139494e-14,Risk-On,2
2016-03-31,0.9976031241066966,0.002396875893291634,1.1635631558516218e-14,Risk-On,2
2016-04-01,0.9989634550622575,0.001036544937740947,1.3547600894690934e-15,Risk-On,2
